Price,Close
Ticker,AAPL
Date,
2024-01-24,193.33921813964844
2024-01-25,193.01116943359375
2024-01-26,191.2716064453125
2024-01-29,190.5857391357422
2024-01-30,186.91775512695312
2024-01-31,183.2994842529297
2024-02-01,185.74481201171875
2024-02-02,184.7408447265625
2024-02-05,186.55992126464844
2024-02-06,188.17025756835938
2024-02-07,188.2795867919922
2024-02-08,187.19610595703125
2024-02-09,187.9624786376953
2024-02-12,186.27044677734375
2024-02-13,184.17037963867188
2024-02-14,183.28456115722656
2024-02-15,182.99594116210938
2024-02-16,181.4532012939453
2024-02-20,180.70672607421875
2024-02-21,181.46316528320312
2024-02-22,183.50350952148438
2024-02-23,181.6622314453125
2024-02-26,180.30862426757812
2024-02-27,181.77169799804688
2024-02-28,180.5673828125
2024-02-29,179.90054321289062
2024-03-01,178.81565856933594
2024-03-04,174.277099609375
2024-03-05,169.32049560546875
2024-03-06,168.3251953125
2024-03-07,168.20574951171875
2024-03-08,169.92762756347656
2024-03-11,171.93812561035156
2024-03-12,172.41586303710938
2024-03-13,170.3257598876953
2024-03-14,172.18695068359375
2024-03-15,171.80874633789062
2024-03-18,172.90357971191406
2024-03-19,175.25250244140625
2024-03-20,177.830322265625
2024-03-21,170.5646209716797
2024-03-22,171.4703369140625
2024-03-25,170.04708862304688
2024-03-26,168.91241455078125
2024-03-27,172.49549865722656
2024-03-28,170.67410278320312
2024-04-01,169.2309112548828
2024-04-02,168.0465087890625
2024-04-03,168.8527069091797
2024-04-04,168.026611328125
2024-04-05,168.7830352783203
2024-04-08,167.65835571289062
2024-04-09,168.8726043701172
2024-04-10,166.99148559570312
2024-04-11,174.2173614501953
2024-04-12,175.72027587890625
2024-04-15,171.87841796875
2024-04-16,168.583984375
2024-04-17,167.21046447753906
2024-04-18,166.2549591064453
2024-04-19,164.2245635986328
2024-04-22,165.06060791015625
2024-04-23,166.11561584472656
2024-04-24,168.2256622314453
2024-04-25,169.09158325195312
2024-04-26,168.5043487548828
2024-04-29,172.6846160888672
2024-04-30,169.52951049804688
2024-05-01,168.5043487548828
2024-05-02,172.21682739257812
2024-05-03,182.51817321777344
2024-05-06,180.8560333251953
2024-05-07,181.5428009033203
2024-05-08,181.88119506835938
2024-05-09,183.70260620117188
2024-05-10,182.4368438720703
2024-05-13,185.65603637695312
2024-05-14,186.8021697998047
2024-05-15,189.08450317382812
2024-05-16,189.2041015625
2024-05-17,189.2340087890625
2024-05-20,190.4000701904297
2024-05-21,191.70570373535156
2024-05-22,190.26055908203125
2024-05-23,186.2540283203125
2024-05-24,189.3436279296875
2024-05-28,189.35360717773438
2024-05-29,189.652587890625
2024-05-30,190.6492462158203
2024-05-31,191.6060333251953
2024-06-03,193.38006591796875
2024-06-04,193.69900512695312
2024-06-05,195.21389770507812
2024-06-06,193.8285369873047
2024-06-07,196.23048400878906
2024-06-10,192.4730987548828
2024-06-11,206.4561004638672
2024-06-12,212.35630798339844
2024-06-13,213.52236938476562
2024-06-14,211.77822875976562
2024-06-17,215.94422912597656
2024-06-18,213.5721893310547
2024-06-20,208.97763061523438
2024-06-21,206.7949981689453
2024-06-24,207.4427947998047
2024-06-25,208.36968994140625
2024-06-26,212.5356903076172
2024-06-27,213.3828582763672
2024-06-28,209.91448974609375
2024-07-01,216.02395629882812
2024-07-02,219.53216552734375
2024-07-03,220.80787658691406
2024-07-05,225.5818328857422
2024-07-08,227.056884765625
2024-07-09,227.9139862060547
2024-07-10,232.1995849609375
2024-07-11,226.80772399902344
2024-07-12,229.76776123046875
2024-07-15,233.61483764648438
2024-07-16,234.033447265625
2024-07-17,228.1133270263672
2024-07-18,223.42906188964844
2024-07-19,223.5586395263672
2024-07-22,223.20982360839844
2024-07-23,224.25628662109375
2024-07-24,217.8079376220703
2024-07-25,216.76148986816406
2024-07-26,217.2299041748047
2024-07-29,217.50897216796875
2024-07-30,218.06710815429688
2024-07-31,221.3361053466797
2024-08-01,217.62855529785156
2024-08-02,219.12355041503906
2024-08-05,208.56903076171875
2024-08-06,206.5358428955078
2024-08-07,209.11717224121094
2024-08-08,212.59547424316406
2024-08-09,215.51568603515625
2024-08-12,217.0522918701172
2024-08-13,220.78408813476562
2024-08-14,221.23309326171875
2024-08-15,224.22650146484375
2024-08-16,225.5535888671875
2024-08-19,225.3939208984375
2024-08-20,226.0125732421875
2024-08-21,225.90281677246094
2024-08-22,224.0369110107422
2024-08-23,226.3418426513672
2024-08-26,226.68109130859375
2024-08-27,227.52923583984375
2024-08-28,225.99261474609375
2024-08-29,229.28536987304688
2024-08-30,228.49710083007812
2024-09-03,222.28079223632812
2024-09-04,220.36500549316406
2024-09-05,221.8916473388672
2024-09-06,220.33506774902344
2024-09-09,220.4248809814453
2024-09-10,219.62661743164062
2024-09-11,222.17103576660156
2024-09-12,222.28079223632812
2024-09-13,222.01136779785156
2024-09-16,215.84495544433594
2024-09-17,216.31390380859375
2024-09-18,220.20535278320312
2024-09-19,228.3673858642578
2024-09-20,227.6988525390625
2024-09-23,225.97265625
2024-09-24,226.8706817626953
2024-09-25,225.8728790283203
2024-09-26,227.02035522460938
2024-09-27,227.2897491455078
2024-09-30,232.48831176757812
2024-10-01,225.71322631835938
2024-10-02,226.28196716308594
2024-10-03,225.17440795898438
2024-10-04,226.30194091796875
2024-10-07,221.2031707763672
2024-10-08,225.27420043945312
2024-10-09,229.03591918945312
2024-10-10,228.53700256347656
2024-10-11,227.05029296875
2024-10-14,230.79205322265625
2024-10-15,233.33645629882812
2024-10-16,231.27099609375
2024-10-17,231.6401824951172
2024-10-18,234.4839324951172
2024-10-21,235.96067810058594
2024-10-22,235.342041015625
2024-10-23,230.25323486328125
2024-10-24,230.06365966796875
2024-10-25,230.9018096923828
2024-10-28,232.88743591308594
2024-10-29,233.15684509277344
2024-10-30,229.59469604492188
2024-10-31,225.4138946533203
2024-11-01,222.4204864501953
2024-11-04,221.52244567871094
2024-11-05,222.95928955078125
2024-11-06,222.23089599609375
2024-11-07,226.98043823242188
2024-11-08,226.7107391357422
2024-11-11,223.98373413085938
2024-11-12,223.98373413085938
2024-11-13,224.8727569580078
2024-11-14,227.9693603515625
2024-11-15,224.7528839111328
2024-11-18,227.7695770263672
2024-11-19,228.02928161621094
2024-11-20,228.7484893798828
2024-11-21,228.26902770996094
2024-11-22,229.61753845214844
2024-11-25,232.61424255371094
2024-11-26,234.8018341064453
2024-11-27,234.67198181152344
2024-11-29,237.06935119628906
2024-12-02,239.3268585205078
2024-12-03,242.3834991455078
2024-12-04,242.74310302734375
2024-12-05,242.7730712890625
2024-12-06,242.5732879638672
2024-12-09,246.47900390625
2024-12-10,247.4978790283203
2024-12-11,246.2192840576172
2024-12-12,247.68768310546875
2024-12-13,247.85748291015625
2024-12-16,250.7642822265625
2024-12-17,253.20159912109375
2024-12-18,247.77757263183594
2024-12-19,249.51565551757812
2024-12-20,254.21051025390625
2024-12-23,254.98965454101562
2024-12-24,257.91644287109375
2024-12-26,258.7355041503906
2024-12-27,255.30929565429688
2024-12-30,251.9230194091797
2024-12-31,250.1449737548828
2025-01-02,243.5821990966797
2025-01-03,243.0927276611328
2025-01-06,244.73092651367188
2025-01-07,241.94400024414062
2025-01-08,242.43344116210938
2025-01-10,236.58987426757812
2025-01-13,234.14256286621094
2025-01-14,233.02378845214844
2025-01-15,237.60874938964844
2025-01-16,228.00930786132812
2025-01-17,229.7274169921875
2025-01-21,222.39547729492188
2025-01-22,223.58416748046875
2025-01-23,223.41436767578125
2025-01-24,222.5353240966797
2025-01-27,229.6075439453125
2025-01-28,237.99832153320312
2025-01-29,239.0971221923828
2025-01-30,237.3290557861328
2025-01-31,235.74081420898438
2025-02-03,227.75958251953125
2025-02-04,232.54432678222656
2025-02-05,232.21469116210938
2025-02-06,232.9638671875
2025-02-07,227.3800048828125
2025-02-10,227.64999389648438
2025-02-11,232.6199951171875
2025-02-12,236.8699951171875
2025-02-13,241.52999877929688
2025-02-14,244.60000610351562
2025-02-18,244.47000122070312
2025-02-19,244.8699951171875
2025-02-20,245.8300018310547
2025-02-21,245.5500030517578
2025-02-24,247.10000610351562
2025-02-25,247.0399932861328
2025-02-26,240.36000061035156
2025-02-27,237.3000030517578
2025-02-28,241.83999633789062
2025-03-03,238.02999877929688
2025-03-04,235.92999267578125
2025-03-05,235.74000549316406
2025-03-06,235.3300018310547
2025-03-07,239.07000732421875
2025-03-10,227.47999572753906
2025-03-11,220.83999633789062
2025-03-12,216.97999572753906
2025-03-13,209.67999267578125
2025-03-14,213.49000549316406
2025-03-17,214.0
2025-03-18,212.69000244140625
2025-03-19,215.24000549316406
2025-03-20,214.10000610351562
2025-03-21,218.27000427246094
2025-03-24,220.72999572753906
2025-03-25,223.75
2025-03-26,221.52999877929688
2025-03-27,223.85000610351562
2025-03-28,217.89999389648438
2025-03-31,222.1300048828125
2025-04-01,223.19000244140625
2025-04-02,223.88999938964844
2025-04-03,203.19000244140625
2025-04-04,188.3800048828125
2025-04-07,181.4600067138672
2025-04-08,172.4199981689453
2025-04-09,198.85000610351562
2025-04-10,190.4199981689453
2025-04-11,198.14999389648438
2025-04-14,202.52000427246094
2025-04-15,202.13999938964844
2025-04-16,194.27000427246094
2025-04-17,196.97999572753906
2025-04-21,193.16000366210938
2025-04-22,199.74000549316406
2025-04-23,204.60000610351562
2025-04-24,208.3699951171875
2025-04-25,209.27999877929688
2025-04-28,210.13999938964844
2025-04-29,211.2100067138672
2025-04-30,212.5
2025-05-01,213.32000732421875
2025-05-02,205.35000610351562
2025-05-05,198.88999938964844
2025-05-06,198.50999450683594
